FID,County,Sub_County,AEZ_Code,AEZ_Name,AEZSubzone,Major_Crop,AREA,Shape__Area,Shape__Length
1516,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,183.965911865234,85.5554232139368
1517,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,1972.20852661133,309.758262684181
1518,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,124517.698486328,2246.15194355291
1519,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,92997.3024291992,1890.14189201166
1520,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,14684.647644043,488.26498576217
1521,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,301.676788330078,142.961286406411
1522,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,31754.6133422852,809.814137851964
1523,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,14828.7288818359,547.852692684732
1524,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,2596.92404174805,276.739609678592
1525,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,13690.8483886719,468.958887508667
1526,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,175.701660791,28107.0490722656,682.542118569526
1527,Elgeyo Marakwet,Marakwet West Sub County,LM 5,Lower Midland,(vs^vs/s) i,Livestock - Millet Zone,601.546452561,6049561.65985107,27904.2121604396
1528,Elgeyo Marakwet,Baringo North Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,2.07661716098,20884.1282043457,577.337557961039
1529,Elgeyo Marakwet,Marakwet West Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,383.383703335,3855670.62023926,12132.3342040799
1530,Elgeyo Marakwet,East Pokot Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,10.170018777,29811.6530151367,1037.2988636085
1531,Elgeyo Marakwet,East Pokot Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,10.170018777,2201.37222290039,300.237434016453
1532,Elgeyo Marakwet,East Pokot Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,10.170018777,2149.07241821289,258.702903255519
1533,Elgeyo Marakwet,East Pokot Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,10.170018777,1597.94570922852,276.37801316498
1534,Elgeyo Marakwet,East Pokot Sub County,LM 5,Lower Midland,i (vs) i,Livestock - Millet Zone,10.170018777,66518.6446838379,1143.01746221103
1535,Elgeyo Marakwet,Marakwet West Sub County,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,459.690279955,4624863.47293091,8349.6672776097
1536,Elgeyo Marakwet,Marakwet East sub-county,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,671.648624917,6757631.53948975,10185.6637350997
1537,Elgeyo Marakwet,Pokot South Sub County,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,64.0034102123,643969.662567139,4579.22293209908
1538,Elgeyo Marakwet,Marakwet East sub-county,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,594.739437462,5983702.97174072,9910.61631437877
1539,Elgeyo Marakwet,Pokot South Sub County,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,77.6038180435,780793.452941895,5571.66832961524
1540,Elgeyo Marakwet,Marakwet East sub-county,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,16.9132915675,170164.468658447,1994.24983278571
1541,Elgeyo Marakwet,Pokot South Sub County,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,0.000683888586217,6.88067626953125,12.7720383597465
1542,Elgeyo Marakwet,Pokot Central Sub County,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,19.3380945403,194560.883117676,2007.92334612088
1543,Elgeyo Marakwet,Marakwet East sub-county,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,585.319981289,5888697.14599609,13405.0026584942
1544,Elgeyo Marakwet,Pokot Central Sub County,TA 1,Tropical Alpine,Undefined cropping season,Cattle and Sheep Zone,105.812544611,1064552.69927979,7538.58993924628
1545,Elgeyo Marakwet,Marakwet East sub-county,TA 2,Tropical Alpine,Undefined cropping season,Sheep Zone,1829.01631323,18400917.8222351,18970.1686436496
1546,Elgeyo Marakwet,Pokot Central Sub County,TA 2,Tropical Alpine,Undefined cropping season,Sheep Zone,68.2323700829,686480.759368896,5030.94816539983
1547,Elgeyo Marakwet,Keiyo South Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,24493.3960854,246299880.444817,126535.632613361
1548,Elgeyo Marakwet,Keiyo North Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,2399.91439492,24136197.8211975,27580.5975545822
1549,Elgeyo Marakwet,Ainabkoi Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,111.772975925,1091455.03303528,11071.0769832231
1550,Elgeyo Marakwet,Ainabkoi Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,111.772975925,32515.4162139893,850.190059958245
1551,Elgeyo Marakwet,Marakwet East sub-county,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,30041.7376975,302207514.781494,123061.308727565
1552,Elgeyo Marakwet,Pokot South Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,160.155003977,673581.626708984,5004.03486154314
1553,Elgeyo Marakwet,Pokot South Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,160.155003977,500012.584594727,3908.19428834453
1554,Elgeyo Marakwet,Pokot South Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,160.155003977,437778.485321045,3264.24133755386
1555,Elgeyo Marakwet,Pokot Central Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,182.535762379,1804189.8260498,12651.1935658282
1556,Elgeyo Marakwet,Pokot Central Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,182.535762379,12.6681518554688,16.2719088213166
1557,Elgeyo Marakwet,Pokot Central Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,182.535762379,32179.6222229004,871.545091708724
1558,Elgeyo Marakwet,Keiyo North Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,1679.13338177,16888191.0023804,20004.6031650891
1559,Elgeyo Marakwet,Marakwet West Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,6558.88059627,823074.936981201,5681.89870901497
1560,Elgeyo Marakwet,Marakwet West Sub County,UH 1,Upper Highland,vl i,Sheep and Dairy Zone,6558.88059627,65149112.5678101,52215.8206016338
1561,Elgeyo Marakwet,Marakwet East sub-county,UH 1 - 2,Upper Highland,(vl) i,Sheep - Dairy/Pyrethrum - Wheat Zone,7552.3418221,75978488.3138733,62235.9385886385
1562,Elgeyo Marakwet,Pokot South Sub County,UH 1 - 2,Upper Highland,(vl) i,Sheep - Dairy/Pyrethrum - Wheat Zone,337.529718982,820464.900756836,5604.18908155168
1563,Elgeyo Marakwet,Pokot South Sub County,UH 1 - 2,Upper Highland,(vl) i,Sheep - Dairy/Pyrethrum - Wheat Zone,337.529718982,2575903.69546509,18960.0259737652
1564,Elgeyo Marakwet,Marakwet West Sub County,UH 1 - 2,Upper Highland,(vl) i,Sheep - Dairy/Pyrethrum - Wheat Zone,21985.6802405,19598395.1560974,26980.8348247709
1565,Elgeyo Marakwet,Marakwet West Sub County,UH 1 - 2,Upper Highland,(vl) i,Sheep - Dairy/Pyrethrum - Wheat Zone,21985.6802405,201600417.114136,93520.1237309803
1566,Elgeyo Marakwet,Ainabkoi Sub County,UH 2,Upper Highland,vl i,Wheat - Pyrethrum Zone,0.202938532758,2040.76396179199,269.470595136344
1567,Elgeyo Marakwet,Keiyo South Sub County,UH 2,Upper Highland,vl i,Wheat - Pyrethrum Zone,427.544850348,4298947.87833405,9671.10026096469
1568,Elgeyo Marakwet,Ainabkoi Sub County,UH 2,Upper Highland,vl i,Wheat - Pyrethrum Zone,11.5227608297,115863.56880188,1861.99264883583
1569,Elgeyo Marakwet,Keiyo South Sub County,UH 2,Upper Highland,vl i,Wheat - Pyrethrum Zone,9865.17853344,99208840.7683945,70731.7222766379
1570,Elgeyo Marakwet,Ainabkoi Sub County,UH 2,Upper Highland,vl i,Wheat - Pyrethrum Zone,9.62036687507,96746.0013122559,3222.44269651196
1571,Elgeyo Marakwet,Moiben Sub County,UH 2,Upper Highland,(vl) i,Wheat - Pyrethrum Zone,4.79166386855,48204.2154846191,909.296616230577
1572,Elgeyo Marakwet,Cherangany Sub County,UH 2,Upper Highland,(vl) i,Wheat - Pyrethrum Zone,9.1369182244,91929.3418579102,1629.28528745651
1573,Elgeyo Marakwet,Marakwet West Sub County,UH 2,Upper Highland,(vl) i,Wheat - Pyrethrum Zone,5503.15875348,55362334.2618408,41487.7268249458
1574,Elgeyo Marakwet,Marakwet East sub-county,UH 2,Upper Highland,(vl) i,Wheat - Pyrethrum Zone,3603.19938943,36244497.4222717,48527.2079265421
1575,Elgeyo Marakwet,Pokot Central Sub County,UH 2,Upper Highland,(vl) i,Wheat - Pyrethrum Zone,91.6327841584,921807.171447754,7920.72956611087
1576,Elgeyo Marakwet,Marakwet East sub-county,UH 2 - 3,Upper Highland,(vl/l) i,Wheat - Pyrethrum/Wheat - Barley Zone,56.99407863,573386.287109375,3269.02413931813
1577,Elgeyo Marakwet,Pokot South Sub County,UH 2 - 3,Upper Highland,(vl/l) i,Wheat - Pyrethrum/Wheat - Barley Zone,186.143528819,1872973.87887573,13336.3295996063
1578,Elgeyo Marakwet,Marakwet West Sub County,UH 2 - 3,Upper Highland,(vl/l) i,Wheat - Pyrethrum/Wheat - Barley Zone,4922.16632544,49523263.0281677,35102.3790044371
1579,Elgeyo Marakwet,Keiyo South Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,140.567204512,1413608.7676239,8549.16491334423
1580,Elgeyo Marakwet,Ainabkoi Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,70.8809470073,379985.37147522,4534.86967762775
1581,Elgeyo Marakwet,Ainabkoi Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,70.8809470073,332826.969932556,2959.15668069067
1582,Elgeyo Marakwet,Keiyo South Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,11.2875493368,113512.164543152,1876.69853996839
1583,Elgeyo Marakwet,Ainabkoi Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,4.27406216392,248.467346191406,79.4334384042431
1584,Elgeyo Marakwet,Ainabkoi Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,4.27406216392,42733.2717514038,1900.86944505668
1585,Elgeyo Marakwet,Keiyo South Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,129.173528049,1299023.09844971,5243.77037938443
1586,Elgeyo Marakwet,Ainabkoi Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,6.62307117973,48623.4886779785,989.107891173787
1587,Elgeyo Marakwet,Ainabkoi Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,6.62307117973,17981.4190597534,1029.75521391719
1588,Elgeyo Marakwet,Keiyo South Sub County,UH 3,Upper Highland,vl/l,Wheat - Barley Zone,436.542382459,4390140.68670654,11807.0725782684
1589,Elgeyo Marakwet,Keiyo South Sub County,UM 3,Upper Midland,(l/vl) i,Maize and Marginal Coffee Zone,2171.63743163,21837055.4384003,64593.1936635229
1590,Elgeyo Marakwet,Keiyo North Sub County,UM 3,Upper Midland,(l/vl) i,Maize and Marginal Coffee Zone,1474.65557779,14830366.0099945,32631.0670193631
1591,Elgeyo Marakwet,Marakwet West Sub County,UM 3,Upper Midland,(l/vl i),Maize and Marginal Coffee Zone,706.314879677,7103761.05636597,19676.1761712584
1592,Elgeyo Marakwet,Cherangany Sub County,UM 3,Upper Midland,l/vl,Maize and Marginal Coffee Zone,59.5419378581,442050.955841064,4032.91060523066
1593,Elgeyo Marakwet,Cherangany Sub County,UM 3,Upper Midland,l/vl,Maize and Marginal Coffee Zone,59.5419378581,157021.854644775,3025.66826472919
1594,Elgeyo Marakwet,Marakwet West Sub County,UM 3,Upper Midland,l/vl,Maize and Marginal Coffee Zone,771.661901854,7763747.47653198,18738.3594435704
1595,Elgeyo Marakwet,Marakwet East sub-county,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,5150.86828641,51808185.2560425,65189.319546141
1596,Elgeyo Marakwet,Keiyo South Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,15435.0981406,155191454.047852,110008.970755572
1597,Elgeyo Marakwet,Pokot Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,36.5485387495,367654.275512695,3766.99701347722
1598,Elgeyo Marakwet,Keiyo North Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,6518.37303188,65553652.0908508,72632.5545705895
1599,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,9.76991571674,46320.5701370239,1797.81313197051
1600,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,9.76991571674,11950.073425293,504.992564296326
1601,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,9.76991571674,35643.2557907104,1220.38794534901
1602,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,9.76991571674,2705.64416503906,281.21591873999
1603,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,9.76991571674,531.740058898926,114.562814859763
1604,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,9.76991571674,1064.39500427246,160.109194082056
1605,Elgeyo Marakwet,Marakwet West Sub County,UM 4,Upper Midland,f(l) i or two,Maize - Sunflower Zone,3664.97098503,36860101.583374,42861.4721364532
1606,Elgeyo Marakwet,Keiyo South Sub County,UM 4,Upper Midland,f(I) i,Maize - Sunflower Zone,0.284987244772,2864.91869354248,352.422690416796
1607,Elgeyo Marakwet,Baringo Central Sub County,UM 4,Upper Midland,f(I) i,Maize - Sunflower Zone,0.746615245587,7505.6450958252,363.611914073843
1608,Embu,Mwingi West Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,1.77593919915,29.1972351074219,46.3596772326907
1609,Embu,Mwingi West Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,1.77593919915,17737.1400146484,834.528068968855
1610,Embu,Mbeere South  Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,6484.66155536,64877295.7074585,66729.2622366332
1611,Embu,Masinga Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,49.7409214738,0.9188232421875,8.0141647235067
1612,Embu,Masinga Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,49.7409214738,46046.0985412598,1444.22623186319
1613,Embu,Masinga Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,49.7409214738,21160.7954711914,1372.81278524648
1614,Embu,Masinga Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,49.7409214738,259195.708465576,2098.74941266338
1615,Embu,Masinga Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,49.7409214738,81200.9296875,1279.17497916603
1616,Embu,Masinga Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,49.7409214738,90143.5950317383,1398.0750462277
1617,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,63.9036032637,39655.3319702148,840.072952990986
1618,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,63.9036032637,4576.21469116211,380.407826016017
1619,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,63.9036032637,210839.490844727,2521.75514660913
1620,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,63.9036032637,361883.733062744,4003.47185576452
1621,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,63.9036032637,18111.5744018555,722.754512408636
1622,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs/s,Livestock - Millet Zone,63.9036032637,4149.37789916992,307.669348295774
1623,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,1269.3650970459,277.798910403391
1624,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,215880.813919067,2316.36619966602
1625,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,35604.8534393311,776.992294515627
1626,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,6701.48976135254,404.902981473205
1627,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,401501.52772522,3493.29991736691
1628,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,233994.748550415,2415.0653303033
1629,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,475475.500289917,3716.53620078435
1630,Embu,Tharaka South Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,181.515025553,445021.879043579,5053.6184449803
1631,Embu,Igambang'ombe Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,44.5895201685,419242.417114258,5347.23692181354
1632,Embu,Igambang'ombe Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,44.5895201685,1273.25897216797,183.714764779314
1633,Embu,Igambang'ombe Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,44.5895201685,25478.2076873779,798.567968493732
1634,Embu,Mbeere South  Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,189.031889014,1890896.76040649,7507.08597749697
1635,Embu,Mbeere North  Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,15115.887882,151202308.261215,87414.4872929093
1636,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,13566.9339904785,549.362319197667
1637,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,390.085006713867,198.434261676767
1638,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,54615.118347168,1485.47054233827
1639,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,11318.3886260986,1342.80412008537
1640,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,468361.986877441,5618.89711343608
1641,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,294569.605926514,5671.0011847618
1642,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,472.672241210938,284.863784172871
1643,Embu,Mwingi North Sub County,IL 5,Inner Lowland,vs + vs,Livestock - Millet Zone,84.35998514,520.163787841797,216.132918632857
1644,Embu,Chuka Sub County,LH 0,Lower Highland,Undefined cropping season,Forest Zone,140.378328506,1405585.55443573,11363.6401982617
1645,Embu,Manyatta  Sub County,LH 0,Lower Highland,Undefined cropping season,Forest Zone,4223.79607851,42299779.4379272,32480.1327291415
1646,Embu,Chuka Sub County,LH 1,Lower Highland,l/vl^m,Tea - Dairy Zone,79.8939625039,799827.056442261,11550.0131243819
1647,Embu,Runyenjes  Sub County,LH 1,Lower Highland,l/vl^m,Tea - Dairy Zone,1086.54694636,10879944.402359,19322.3884258279
1648,Embu,Manyatta  Sub County,LH 1,Lower Highland,l/vl^m,Tea - Dairy Zone,5476.10199525,54840121.0803986,46293.5884635178
1649,Embu,Chuka Sub County,LM 3,Lower Midland,s + s,Cotton Zone,64.0829531575,641374.69569397,6033.89600455151
1650,Embu,Igambang'ombe Sub County,LM 3,Lower Midland,s + s,Cotton Zone,204.110577083,2042632.49230957,14638.3144916761
1651,Embu,Mbeere South  Sub County,LM 3,Lower Midland,s + s,Cotton Zone,6201.88178367,51073936.0270233,36559.8480107592
1652,Embu,Mbeere South  Sub County,LM 3,Lower Midland,s + s,Cotton Zone,6201.88178367,11014265.5584412,20116.3408584652
1653,Embu,Mbeere South  Sub County,LM 3,Lower Midland,s + s,Cotton Zone,6201.88178367,168.968780517578,75.4576276213052
1654,Embu,Mbeere South  Sub County,LM 3,Lower Midland,s + s,Cotton Zone,6201.88178367,1.8355712890625,7.49966399496298
1655,Embu,Mbeere South  Sub County,LM 3,Lower Midland,s + s,Cotton Zone,6201.88178367,10518.8564147949,576.428171401288
